trade_date,security_code,security_name,financing_balance,financing_buy,financing_repayment,market,source_id,theme_id,theme_name
2025-07-23,300760,迈瑞医疗,1590163891.1575844,63624792.93896357,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-07-23,600000,浦发银行,1023097773.6256844,40939387.56997865,,SSE,mock_margin_detail,finance,金融
2025-07-23,600276,恒瑞医药,1491602194.0325086,59649205.2983257,,SSE,mock_margin_detail,healthcare,医药医疗
2025-07-23,600519,贵州茅台,1277656736.68087,51077713.36649948,,SSE,mock_margin_detail,consumption,消费
2025-07-23,600893,航发动力,2114310609.314098,84572996.24214081,,SSE,mock_margin_detail,defense,军工
2025-07-23,601012,隆基绿能,1892404465.019492,75773514.74436289,,SSE,mock_margin_detail,new_energy,新能源
2025-07-23,601398,工商银行,1125897121.4183433,45023997.3493992,,SSE,mock_margin_detail,finance,金融
2025-07-23,688981,中芯国际,1826484219.9980605,73024170.40142575,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-07-24,000001,平安银行,1227451518.6519632,49111123.48795104,,SZSE,mock_margin_detail,finance,金融
2025-07-24,000858,五粮液,1374752381.7267663,54997512.35081124,,SZSE,mock_margin_detail,consumption,消费
2025-07-24,002371,北方华创,1934172514.6452456,77364664.85321851,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-07-24,300750,宁德时代,1800354376.5101385,71970443.47894412,,SZSE,mock_margin_detail,new_energy,新能源
2025-07-24,300760,迈瑞医疗,1590464225.2651966,63628778.86768754,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-07-24,600000,浦发银行,1023705261.1391764,40938274.90759511,,SSE,mock_margin_detail,finance,金融
2025-07-24,600276,恒瑞医药,1491176886.7248695,59650629.35773278,,SSE,mock_margin_detail,healthcare,医药医疗
2025-07-24,600519,贵州茅台,1276816237.496775,51071920.01085687,,SSE,mock_margin_detail,consumption,消费
2025-07-24,600893,航发动力,2115155128.445866,84599507.9974967,,SSE,mock_margin_detail,defense,军工
2025-07-24,601012,隆基绿能,1892940198.6840808,75771698.94846757,,SSE,mock_margin_detail,new_energy,新能源
2025-07-24,601398,工商银行,1125964350.1558988,45024461.235328056,,SSE,mock_margin_detail,finance,金融
2025-07-24,688981,中芯国际,1826412322.243912,73059329.38074164,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-07-25,000001,平安银行,1228588050.6870515,49115375.28042036,,SZSE,mock_margin_detail,finance,金融
2025-07-25,000858,五粮液,1373980249.2669635,54995525.52562151,,SZSE,mock_margin_detail,consumption,消费
2025-07-25,002371,北方华创,1933714056.101126,77407858.48283257,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-07-25,300750,宁德时代,1798852344.8586109,71968718.81781028,,SZSE,mock_margin_detail,new_energy,新能源
2025-07-25,300760,迈瑞医疗,1590771304.0815296,63635228.261940405,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-07-25,600000,浦发银行,1023142968.116232,40938696.69799131,,SSE,mock_margin_detail,finance,金融
2025-07-25,600276,恒瑞医药,1490717914.3955915,59654366.31538682,,SSE,mock_margin_detail,healthcare,医药医疗
2025-07-25,600519,贵州茅台,1277023271.858321,51068097.2393091,,SSE,mock_margin_detail,consumption,消费
2025-07-25,600893,航发动力,2116470016.067002,84629142.47151951,,SSE,mock_margin_detail,defense,军工
2025-07-25,601012,隆基绿能,1892233290.373213,75772716.46760759,,SSE,mock_margin_detail,new_energy,新能源
2025-07-25,601398,工商银行,1124713776.4050324,45026633.92867457,,SSE,mock_margin_detail,finance,金融
2025-07-25,688981,中芯国际,1826835471.9761848,73097322.34603262,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-07-28,000001,平安银行,1229229728.626519,49139529.554298185,,SZSE,mock_margin_detail,finance,金融
2025-07-28,000858,五粮液,1374664384.401223,55002339.55165734,,SZSE,mock_margin_detail,consumption,消费
2025-07-28,002371,北方华创,1937911823.7234173,77555049.56149201,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-07-28,300750,宁德时代,1799042130.0554807,71979514.71749146,,SZSE,mock_margin_detail,new_energy,新能源
2025-07-28,300760,迈瑞医疗,1591370962.046702,63669224.045147285,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-07-28,600000,浦发银行,1023094302.9352463,40949341.00940221,,SSE,mock_margin_detail,finance,金融
2025-07-28,600276,恒瑞医药,1492203426.8471844,59679390.88147245,,SSE,mock_margin_detail,healthcare,医药医疗
2025-07-28,600519,贵州茅台,1275810113.680446,51068499.33265185,,SSE,mock_margin_detail,consumption,消费
2025-07-28,600893,航发动力,2117908701.218324,84736187.28854558,,SSE,mock_margin_detail,defense,军工
2025-07-28,601012,隆基绿能,1895808074.957588,75792285.1745051,,SSE,mock_margin_detail,new_energy,新能源
2025-07-28,601398,工商银行,1126022406.3081388,45043548.71506286,,SSE,mock_margin_detail,finance,金融
2025-07-28,688981,中芯国际,1830733941.7978733,73228109.53502701,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-07-29,000001,平安银行,1229090912.441022,49151391.03559941,,SZSE,mock_margin_detail,finance,金融
2025-07-29,000858,五粮液,1374520919.9102204,55008838.80943656,,SZSE,mock_margin_detail,consumption,消费
2025-07-29,002371,北方华创,1940139130.870374,77609849.01642986,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-07-29,300750,宁德时代,1799333405.0425627,71988271.82155411,,SZSE,mock_margin_detail,new_energy,新能源
2025-07-29,300760,迈瑞医疗,1592005190.620719,63685361.69600274,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-07-29,600000,浦发银行,1023740187.2271184,40956052.075982586,,SSE,mock_margin_detail,finance,金融
2025-07-29,600276,恒瑞医药,1491668683.3560908,59692285.18597984,,SSE,mock_margin_detail,healthcare,医药医疗
2025-07-29,600519,贵州茅台,1277388034.671836,51072579.55044766,,SSE,mock_margin_detail,consumption,消费
2025-07-29,600893,航发动力,2119211946.3867552,84777677.2121338,,SSE,mock_margin_detail,defense,军工
2025-07-29,601012,隆基绿能,1894546965.625025,75804115.62070845,,SSE,mock_margin_detail,new_energy,新能源
2025-07-29,601398,工商银行,1126773513.273238,45052677.51024893,,SSE,mock_margin_detail,finance,金融
2025-07-29,688981,中芯国际,1831913669.55096,73277205.66119757,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-07-30,000001,平安银行,1229383752.8463817,49165150.12906062,,SZSE,mock_margin_detail,finance,金融
2025-07-30,000858,五粮液,1376163457.0928662,55017422.85199077,,SZSE,mock_margin_detail,consumption,消费
2025-07-30,002371,北方华创,1942307328.0586984,77667429.99493317,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-07-30,300750,宁德时代,1799585902.0099375,71999508.49788728,,SZSE,mock_margin_detail,new_energy,新能源
2025-07-30,300760,迈瑞医疗,1592792392.1594172,63703847.78040307,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-07-30,600000,浦发银行,1023773419.1546496,40964352.47463448,,SSE,mock_margin_detail,finance,金融
2025-07-30,600276,恒瑞医药,1492782447.2037172,59707414.838830814,,SSE,mock_margin_detail,healthcare,医药医疗
2025-07-30,600519,贵州茅台,1276856122.9735465,51078614.45482907,,SSE,mock_margin_detail,consumption,消费
2025-07-30,600893,航发动力,2119090429.029812,84821932.21443681,,SSE,mock_margin_detail,defense,军工
2025-07-30,601012,隆基绿能,1894633033.054025,75818483.11957215,,SSE,mock_margin_detail,new_energy,新能源
2025-07-30,601398,工商银行,1126715097.8671856,45063552.49209561,,SSE,mock_margin_detail,finance,金融
2025-07-30,688981,中芯国际,1832956657.944435,73328982.44365476,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-07-31,000001,平安银行,1229300553.1689029,49180794.82070679,,SZSE,mock_margin_detail,finance,金融
2025-07-31,000858,五粮液,1375427532.534177,55028065.82761049,,SZSE,mock_margin_detail,consumption,消费
2025-07-31,002371,北方华创,1943303092.4655387,77727729.38923314,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-07-31,300750,宁德时代,1800256182.0764666,72013154.89225596,,SZSE,mock_margin_detail,new_energy,新能源
2025-07-31,300760,迈瑞医疗,1591906860.4695296,63724640.17982513,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-07-31,600000,浦发银行,1024198497.180061,40974240.60147051,,SSE,mock_margin_detail,finance,金融
2025-07-31,600276,恒瑞医药,1492535371.3635285,59724746.23619817,,SSE,mock_margin_detail,healthcare,医药医疗
2025-07-31,600519,贵州茅台,1277237264.735778,51086585.19207021,,SSE,mock_margin_detail,consumption,消费
2025-07-31,600893,航发动力,2121271141.4994693,84868857.44615828,,SSE,mock_margin_detail,defense,军工
2025-07-31,601012,隆基绿能,1896953646.5228217,75835307.30596726,,SSE,mock_margin_detail,new_energy,新能源
2025-07-31,601398,工商银行,1126688006.9902918,45076167.26488983,,SSE,mock_margin_detail,finance,金融
2025-07-31,688981,中芯国际,1834517917.2966404,73383387.32415986,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-01,000001,平安银行,1230290351.6300385,49198308.08390287,,SZSE,mock_margin_detail,finance,金融
2025-08-01,000858,五粮液,1375639568.3754752,55040736.39720157,,SZSE,mock_margin_detail,consumption,消费
2025-08-01,002371,北方华创,1943466219.9830463,77790676.75067164,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-01,300750,宁德时代,1800146283.4389937,72029134.67305554,,SZSE,mock_margin_detail,new_energy,新能源
2025-08-01,300760,迈瑞医疗,1594521273.4923298,63747690.59705759,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-08-01,600000,浦发银行,1024382763.8630668,40985710.6411593,,SSE,mock_margin_detail,finance,金融
2025-08-01,600276,恒瑞医药,1493967846.7505338,59744239.89038692,,SSE,mock_margin_detail,healthcare,医药医疗
2025-08-01,600519,贵州茅台,1277722633.3350797,51096467.75749237,,SSE,mock_margin_detail,consumption,消费
2025-08-01,600893,航发动力,2123336425.0279503,84918350.76175138,,SSE,mock_margin_detail,defense,军工
2025-08-01,601012,隆基绿能,1895126769.9823296,75854501.1884162,,SSE,mock_margin_detail,new_energy,新能源
2025-08-01,601398,工商银行,1127419494.2583723,45090510.81383861,,SSE,mock_margin_detail,finance,金融
2025-08-01,688981,中芯国际,1835058964.457781,73440360.67589322,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-04,000001,平安银行,1231236100.5988762,49261814.70531127,,SZSE,mock_margin_detail,finance,金融
2025-08-04,000858,五粮液,1377147904.2640524,55090519.585918106,,SZSE,mock_margin_detail,consumption,消费
2025-08-04,002371,北方华创,1949285124.6039248,77994595.49298972,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-04,300750,宁德时代,1802762849.431368,72090217.8242955,,SZSE,mock_margin_detail,new_energy,新能源
2025-08-04,300760,迈瑞医疗,1595470069.667197,63829816.75775608,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-08-04,600000,浦发银行,1024966017.3961002,41029491.22210196,,SSE,mock_margin_detail,finance,金融
2025-08-04,600276,恒瑞医药,1494260631.6434746,59815213.26938602,,SSE,mock_margin_detail,healthcare,医药医疗
2025-08-04,600519,贵州茅台,1277219370.2640245,51137270.36348551,,SSE,mock_margin_detail,consumption,消费
2025-08-04,600893,航发动力,2125302115.0507967,85081113.54268907,,SSE,mock_margin_detail,defense,军工
2025-08-04,601012,隆基绿能,1898064407.997052,75925336.22915609,,SSE,mock_margin_detail,new_energy,新能源
2025-08-04,601398,工商银行,1129146177.3254864,45143735.24753501,,SSE,mock_margin_detail,finance,金融
2025-08-04,688981,中芯国际,1840405069.523121,73625992.16632943,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-05,000001,平安银行,1232736979.2110393,49286533.27451579,,SZSE,mock_margin_detail,finance,金融
2025-08-05,000858,五粮液,1377004711.1956608,55110880.208394766,,SZSE,mock_margin_detail,consumption,消费
2025-08-05,002371,北方华创,1951800468.8496945,78067289.34501392,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-05,300750,宁德时代,1803353707.6144936,72114645.04629996,,SZSE,mock_margin_detail,new_energy,新能源
2025-08-05,300760,迈瑞医疗,1595732238.5551105,63861296.928107455,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-08-05,600000,浦发银行,1026792761.1115078,41047147.13750178,,SSE,mock_margin_detail,finance,金融
2025-08-05,600276,恒瑞医药,1496589158.1301954,59842846.876397744,,SSE,mock_margin_detail,healthcare,医药医疗
2025-08-05,600519,贵州茅台,1279584433.5097845,51154459.37321982,,SSE,mock_margin_detail,consumption,消费
2025-08-05,600893,航发动力,2127737833.11263,85139720.70298994,,SSE,mock_margin_detail,defense,军工
2025-08-05,601012,隆基绿能,1899089578.903092,75953014.15219939,,SSE,mock_margin_detail,new_energy,新能源
2025-08-05,601398,工商银行,1129237366.721239,45164792.410876885,,SSE,mock_margin_detail,finance,金融
2025-08-05,688981,中芯国际,1841038193.5225644,73692506.76411755,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-06,000001,平安银行,1232937265.5232697,49312961.79350613,,SZSE,mock_margin_detail,finance,金融
2025-08-06,000858,五粮液,1377667931.1700587,55133032.41268627,,SZSE,mock_margin_detail,consumption,消费
2025-08-06,002371,北方华创,1954343366.7212324,78142174.9849107,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-06,300750,宁德时代,1803684697.7531168,72140933.81491157,,SZSE,mock_margin_detail,new_energy,新能源
2025-08-06,300760,迈瑞医疗,1597252344.840068,63894705.382148266,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-08-06,600000,浦发银行,1027605421.658568,41066293.4592949,,SSE,mock_margin_detail,finance,金融
2025-08-06,600276,恒瑞医药,1497623497.6592202,59872360.71663215,,SSE,mock_margin_detail,healthcare,医药医疗
2025-08-06,600519,贵州茅台,1279710894.8871806,51173365.287397504,,SSE,mock_margin_detail,consumption,消费
2025-08-06,600893,航发动力,2129526038.7908256,85200284.92257081,,SSE,mock_margin_detail,defense,军工
2025-08-06,601012,隆基绿能,1898889051.681024,75982535.34458227,,SSE,mock_margin_detail,new_energy,新能源
2025-08-06,601398,工商银行,1129356535.779498,45187455.17824537,,SSE,mock_margin_detail,finance,金融
2025-08-06,688981,中芯国际,1843908721.7306576,73761190.91009128,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-07,000001,平安银行,1233649557.646622,49341054.34215476,,SZSE,mock_margin_detail,finance,金融
2025-08-07,000858,五粮液,1378338863.331528,55156913.90961036,,SZSE,mock_margin_detail,consumption,消费
2025-08-07,002371,北方华创,1955994372.4191887,78219141.87465192,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-07,300750,宁德时代,1804976241.182952,72168973.33920962,,SZSE,mock_margin_detail,new_energy,新能源
2025-08-07,300760,迈瑞医疗,1597372438.850756,63929959.6133294,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-08-07,600000,浦发银行,1026679681.8682886,41086899.68387105,,SSE,mock_margin_detail,finance,金融
2025-08-07,600276,恒瑞医药,1498692737.4799733,59903682.39513749,,SSE,mock_margin_detail,healthcare,医药医疗
2025-08-07,600519,贵州茅台,1279662685.7777658,51193934.77998851,,SSE,mock_margin_detail,consumption,消费
2025-08-07,600893,航发动力,2132339734.688604,85262666.02075902,,SSE,mock_margin_detail,defense,军工
2025-08-07,601012,隆基绿能,1901321538.9242733,76013778.03746043,,SSE,mock_margin_detail,new_energy,新能源
2025-08-07,601398,工商银行,1130509769.070036,45211685.6817513,,SSE,mock_margin_detail,finance,金融
2025-08-07,688981,中芯国际,1847598653.685084,73831945.94753645,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-08,000001,平安银行,1234687318.168279,49370760.48927645,,SZSE,mock_margin_detail,finance,金融
2025-08-08,000858,五粮液,1379804808.4785693,55182457.69840738,,SZSE,mock_margin_detail,consumption,消费
2025-08-08,002371,北方华创,1957308643.5598023,78298073.61870365,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-08,300750,宁德时代,1804255843.100584,72198647.9619258,,SZSE,mock_margin_detail,new_energy,新能源
2025-08-08,300760,迈瑞医疗,1598940205.0188189,63966972.02508913,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-08-08,600000,浦发银行,1027880573.5022954,41108931.37967933,,SSE,mock_margin_detail,finance,金融
2025-08-08,600276,恒瑞医药,1497516492.158213,59936734.55892991,,SSE,mock_margin_detail,healthcare,医药医疗
2025-08-08,600519,贵州茅台,1279932331.295882,51216110.012194656,,SSE,mock_margin_detail,consumption,消费
2025-08-08,600893,航发动力,2133947443.1883776,85326718.60098504,,SSE,mock_margin_detail,defense,军工
2025-08-08,601012,隆基绿能,1901460213.5446928,76046615.6431684,,SSE,mock_margin_detail,new_energy,新能源
2025-08-08,601398,工商银行,1130780904.8482623,45237441.82036695,,SSE,mock_margin_detail,finance,金融
2025-08-08,688981,中芯国际,1847724098.7403035,73904667.43557057,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-11,000001,平安银行,1236286541.7206275,49468991.08716803,,SZSE,mock_margin_detail,finance,金融
2025-08-11,000858,五粮液,1381392569.192021,55268325.591806605,,SZSE,mock_margin_detail,consumption,消费
2025-08-11,002371,北方华创,1962812101.0943563,78545412.17641814,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-11,300750,宁德时代,1809646455.8297863,72296259.02484873,,SZSE,mock_margin_detail,new_energy,新能源
2025-08-11,300760,迈瑞医疗,1601505039.9633412,64087610.5765299,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-08-11,600000,浦发银行,1029874873.209292,41183177.783996925,,SSE,mock_margin_detail,finance,金融
2025-08-11,600276,恒瑞医药,1501222918.904143,60045430.05684022,,SSE,mock_margin_detail,healthcare,医药医疗
2025-08-11,600519,贵州茅台,1282192191.4930758,51291627.04033328,,SSE,mock_margin_detail,consumption,消费
2025-08-11,600893,航发动力,2137268402.9015124,85527380.81958213,,SSE,mock_margin_detail,defense,军工
2025-08-11,601012,隆基绿能,1903085375.295776,76153366.57490943,,SSE,mock_margin_detail,new_energy,新能源
2025-08-11,601398,工商银行,1133038416.2122338,45323381.65439293,,SSE,mock_margin_detail,finance,金融
2025-08-11,688981,中芯国际,1853952183.982993,74133504.78728807,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-12,000001,平安银行,1237191569.646168,49504561.43811546,,SZSE,mock_margin_detail,finance,金融
2025-08-12,000858,五粮液,1383298657.2334032,55299760.181788586,,SZSE,mock_margin_detail,consumption,消费
2025-08-12,002371,北方华创,1966403861.757351,78630932.41244742,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-12,300750,宁德时代,1808611920.552208,72331230.55333224,,SZSE,mock_margin_detail,new_energy,新能源
2025-08-12,300760,迈瑞医疗,1602431046.9976244,64130685.64998378,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-08-12,600000,浦发银行,1030267694.9289478,41210491.4521578,,SSE,mock_margin_detail,finance,金融
2025-08-12,600276,恒瑞医药,1503398949.2279632,60084538.24895975,,SSE,mock_margin_detail,healthcare,医药医疗
2025-08-12,600519,贵州茅台,1282452018.4605937,51319561.64803776,,SSE,mock_margin_detail,consumption,消费
2025-08-12,600893,航发动力,2140435298.4530456,85596574.16904965,,SSE,mock_margin_detail,defense,军工
2025-08-12,601012,隆基绿能,1905171549.4393284,76191233.03276564,,SSE,mock_margin_detail,new_energy,新能源
2025-08-12,601398,工商银行,1134096903.0841122,45354738.281425335,,SSE,mock_margin_detail,finance,金融
2025-08-12,688981,中芯国际,1855329709.808401,74212941.05719604,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-13,000001,平安银行,1238238390.5724337,49541430.06376505,,SZSE,mock_margin_detail,finance,金融
2025-08-13,000858,五粮液,1383322594.8644402,55332457.42437335,,SZSE,mock_margin_detail,consumption,消费
2025-08-13,002371,北方华创,1966591857.8326333,78717758.06619339,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-13,300750,宁德时代,1809070840.7845955,72367196.49438806,,SZSE,mock_margin_detail,new_energy,新能源
2025-08-13,300760,迈瑞医疗,1605265272.0003011,64175012.46094755,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-08-13,600000,浦发银行,1031647674.7407678,41239002.60827895,,SSE,mock_margin_detail,finance,金融
2025-08-13,600276,恒瑞医药,1503595378.1403463,60124922.745670326,,SSE,mock_margin_detail,healthcare,医药医疗
2025-08-13,600519,贵州茅台,1283149584.01998,51348750.326384485,,SSE,mock_margin_detail,consumption,消费
2025-08-13,600893,航发动力,2140910059.403452,85666647.1120958,,SSE,mock_margin_detail,defense,军工
2025-08-13,601012,隆基绿能,1905337865.392757,76230000.8223386,,SSE,mock_margin_detail,new_energy,新能源
2025-08-13,601398,工商银行,1134581836.8688462,45387350.30609665,,SSE,mock_margin_detail,finance,金融
2025-08-13,688981,中芯国际,1857641037.395274,74293744.09915327,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-14,000001,平安银行,1240203615.9000986,49579522.31923303,,SZSE,mock_margin_detail,finance,金融
2025-08-14,000858,五粮液,1383466860.2142434,55366325.83559356,,SZSE,mock_margin_detail,consumption,消费
2025-08-14,002371,北方华创,1970377157.187368,78805744.05863787,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-14,300750,宁德时代,1810119350.9302883,72404018.52933888,,SZSE,mock_margin_detail,new_energy,新能源
2025-08-14,300760,迈瑞医疗,1605638273.6489012,64220477.788501725,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-08-14,600000,浦发银行,1032152960.1835763,41268655.24042813,,SSE,mock_margin_detail,finance,金融
2025-08-14,600276,恒瑞医药,1503889256.305169,60166480.79323752,,SSE,mock_margin_detail,healthcare,医药医疗
2025-08-14,600519,贵州茅台,1285305629.2184377,51379111.44441333,,SSE,mock_margin_detail,consumption,消费
2025-08-14,600893,航发动力,2144378710.7754729,85737431.15817589,,SSE,mock_margin_detail,defense,军工
2025-08-14,601012,隆基绿能,1906644027.2267056,76269521.60692762,,SSE,mock_margin_detail,new_energy,新能源
2025-08-14,601398,工商银行,1135511833.334918,45421152.63014619,,SSE,mock_margin_detail,finance,金融
2025-08-14,688981,中芯国际,1858605348.7203224,74375780.55354515,,SSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-15,000001,平安银行,1239607510.7396736,49618760.100621946,,SZSE,mock_margin_detail,finance,金融
2025-08-15,000858,五粮液,1385856191.0930476,55401270.58868407,,SZSE,mock_margin_detail,consumption,消费
2025-08-15,002371,北方华创,1973960730.9152143,78894741.74886864,,SZSE,mock_margin_detail,semiconductor,半导体与芯片
2025-08-15,300750,宁德时代,1811170521.3396564,72441555.76650023,,SZSE,mock_margin_detail,new_energy,新能源
2025-08-15,300760,迈瑞医疗,1606039240.646037,64266965.07828532,,SZSE,mock_margin_detail,healthcare,医药医疗
2025-08-15,600000,浦发银行,1032615767.5445552,41299390.15771495,,SSE,mock_margin_detail,finance,金融
2025-08-15,600276,恒瑞医药,1505661730.1262372,60209106.242803454,,SSE,mock_margin_detail,healthcare,医药医疗
